timestamp,buyer,seller,symbol,currency,price,quantity,day,source_file,notional,day_book,symbol_book,bid_price_1,bid_volume_1,bid_price_2,bid_volume_2,bid_price_3,bid_volume_3,ask_price_1,ask_volume_1,ask_price_2,ask_volume_2,ask_price_3,ask_volume_3,mid_price,profit_and_loss,source_file_book,outer_bid,outer_ask,wall_mid_outer,spread,top3_bid_volume,top3_ask_volume,book_imbalance,wall_bid,wall_ask,wall_mid,book_index,mid_plus_1,mid_plus_2,mid_plus_5,mid_plus_10,mid_plus_20,mid_plus_50,mid_plus_100,next_top3_bid,next_top3_ask,bid_at_trade,ask_at_trade,aggressor,mark,role,side,edge_at_fill,mark_aggressor,session_bin,quantity_bin,mid_move_100,fwd_100,fwd_pnl_100,mid_move_200,fwd_200,fwd_pnl_200,mid_move_500,fwd_500,fwd_pnl_500,mid_move_1000,fwd_1000,fwd_pnl_1000,mid_move_2000,fwd_2000,fwd_pnl_2000,mid_move_5000,fwd_5000,fwd_pnl_5000,mid_move_10000,fwd_10000,fwd_pnl_10000
254900,Mark 22,Mark 38,HYDROGEL_PACK,XIRECS,10036.0,3,3,trades_round_4_day_3.csv,30108.0,3,HYDROGEL_PACK,10036,5,10028.0,12.0,10026.0,24.0,10044,12,10047.0,24.0,,,10040.0,0.0,prices_round_4_day_3.csv,10026.0,10047.0,10036.5,8,41.0,36.0,0.06493506493506493,10026.0,10047.0,10036.5,2549,10037.0,10037.0,10041.0,10038.0,10037.0,10009.0,9997.0,39.0,39.0,10036,10044,sell,Mark 22,buyer,1.0,4.0,False,early,3-5,-3.0,1.0,3.0,-3.0,1.0,3.0,1.0,5.0,15.0,-2.0,2.0,6.0,-3.0,1.0,3.0,-31.0,-27.0,-81.0,-43.0,-39.0,-117.0
256400,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,10032.0,4,3,trades_round_4_day_3.csv,40128.0,3,HYDROGEL_PACK,10032,11,10030.0,20.0,,,10048,11,10051.0,20.0,,,10040.0,0.0,prices_round_4_day_3.csv,10030.0,10051.0,10040.5,16,31.0,31.0,0.0,10030.0,10051.0,10040.5,2564,10041.0,10041.0,10037.0,10026.0,10018.0,10005.0,9996.0,37.0,37.0,10032,10048,sell,Mark 14,buyer,1.0,8.0,False,early,3-5,1.0,9.0,36.0,1.0,9.0,36.0,-3.0,5.0,20.0,-14.0,-6.0,-24.0,-22.0,-14.0,-56.0,-35.0,-27.0,-108.0,-44.0,-36.0,-144.0
258200,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,10010.0,3,3,trades_round_4_day_3.csv,30030.0,3,HYDROGEL_PACK,10010,11,10008.0,29.0,,,10026,11,10029.0,29.0,,,10018.0,0.0,prices_round_4_day_3.csv,10008.0,10029.0,10018.5,16,40.0,40.0,0.0,10008.0,10029.0,10018.5,2582,10016.0,10018.0,10019.0,10015.0,10009.0,10010.0,9994.0,35.0,35.0,10010,10026,sell,Mark 14,buyer,1.0,8.0,False,early,3-5,-2.0,6.0,18.0,0.0,8.0,24.0,1.0,9.0,27.0,-3.0,5.0,15.0,-9.0,-1.0,-3.0,-8.0,0.0,0.0,-24.0,-16.0,-48.0
259200,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,10023.0,4,3,trades_round_4_day_3.csv,40092.0,3,HYDROGEL_PACK,10007,10,10004.0,30.0,,,10023,10,10025.0,30.0,,,10015.0,0.0,prices_round_4_day_3.csv,10004.0,10025.0,10014.5,16,40.0,40.0,0.0,10004.0,10025.0,10014.5,2592,10017.0,10015.0,10012.0,10009.0,10004.5,10002.0,9993.0,40.0,40.0,10007,10023,buy,Mark 38,buyer,1.0,-8.0,True,early,3-5,2.0,-6.0,-24.0,0.0,-8.0,-32.0,-3.0,-11.0,-44.0,-6.0,-14.0,-56.0,-10.5,-18.5,-74.0,-13.0,-21.0,-84.0,-22.0,-30.0,-120.0
259900,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,10001.0,2,3,trades_round_4_day_3.csv,20002.0,3,HYDROGEL_PACK,10001,15,9999.0,27.0,,,10017,15,10020.0,27.0,,,10009.0,0.0,prices_round_4_day_3.csv,9999.0,10020.0,10009.5,16,42.0,42.0,0.0,9999.0,10020.0,10009.5,2599,10012.0,10010.0,10008.0,10006.0,10003.0,9997.0,9997.0,32.0,32.0,10001,10017,sell,Mark 14,buyer,1.0,8.0,False,early,1-2,3.0,11.0,22.0,1.0,9.0,18.0,-1.0,7.0,14.0,-3.0,5.0,10.0,-6.0,2.0,4.0,-12.0,-4.0,-8.0,-12.0,-4.0,-8.0
261600,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,9995.0,6,3,trades_round_4_day_3.csv,59970.0,3,HYDROGEL_PACK,9995,12,9992.0,30.0,,,10011,12,10013.0,30.0,,,10003.0,0.0,prices_round_4_day_3.csv,9992.0,10013.0,10002.5,16,42.0,42.0,0.0,9992.0,10013.0,10002.5,2616,10004.0,10003.0,10003.0,10011.0,10002.0,9997.0,10006.0,35.0,35.0,9995,10011,sell,Mark 14,buyer,1.0,8.0,False,early,6-10,1.0,9.0,54.0,0.0,8.0,48.0,0.0,8.0,48.0,8.0,16.0,96.0,-1.0,7.0,42.0,-6.0,2.0,12.0,3.0,11.0,66.0
262100,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,10011.0,6,3,trades_round_4_day_3.csv,60066.0,3,HYDROGEL_PACK,9995,13,9993.0,25.0,,,10011,13,10014.0,25.0,,,10003.0,0.0,prices_round_4_day_3.csv,9993.0,10014.0,10003.5,16,38.0,38.0,0.0,9993.0,10014.0,10003.5,2621,10004.0,10005.0,10011.0,10012.0,10004.0,9996.0,10005.0,36.0,36.0,9995,10011,buy,Mark 38,buyer,1.0,-8.0,True,early,6-10,1.0,-7.0,-42.0,2.0,-6.0,-36.0,8.0,0.0,0.0,9.0,1.0,6.0,1.0,-7.0,-42.0,-7.0,-15.0,-90.0,2.0,-6.0,-36.0
265900,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,9982.0,6,3,trades_round_4_day_3.csv,59892.0,3,HYDROGEL_PACK,9982,12,9979.0,21.0,,,9998,12,10000.0,21.0,,,9990.0,0.0,prices_round_4_day_3.csv,9979.0,10000.0,9989.5,16,33.0,33.0,0.0,9979.0,10000.0,9989.5,2659,9990.0,9990.0,9996.0,9996.0,9989.0,10002.0,9999.0,45.0,45.0,9982,9998,sell,Mark 14,buyer,1.0,8.0,False,early,6-10,0.0,8.0,48.0,0.0,8.0,48.0,6.0,14.0,84.0,6.0,14.0,84.0,-1.0,7.0,42.0,12.0,20.0,120.0,9.0,17.0,102.0
266300,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,10001.0,6,3,trades_round_4_day_3.csv,60006.0,3,HYDROGEL_PACK,9993,6,9985.0,13.0,9983.0,29.0,10001,13,10004.0,29.0,,,9997.0,0.0,prices_round_4_day_3.csv,9983.0,10004.0,9993.5,8,48.0,42.0,0.06666666666666667,9983.0,10004.0,9993.5,2663,9996.0,9995.0,9993.0,9996.0,9996.0,10001.0,10002.0,43.0,43.0,9993,10001,buy,Mark 38,buyer,1.0,-4.0,True,early,6-10,-1.0,-5.0,-30.0,-2.0,-6.0,-36.0,-4.0,-8.0,-48.0,-1.0,-5.0,-30.0,-1.0,-5.0,-30.0,4.0,0.0,0.0,5.0,1.0,6.0
268800,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,10005.0,2,3,trades_round_4_day_3.csv,20010.0,3,HYDROGEL_PACK,9989,15,9987.0,26.0,,,10005,15,10008.0,26.0,,,9997.0,0.0,prices_round_4_day_3.csv,9987.0,10008.0,9997.5,16,41.0,41.0,0.0,9987.0,10008.0,9997.5,2688,9994.0,9995.0,9993.0,9999.0,10008.0,10009.0,10006.0,44.0,44.0,9989,10005,buy,Mark 38,buyer,1.0,-8.0,True,early,1-2,-3.0,-11.0,-22.0,-2.0,-10.0,-20.0,-4.0,-12.0,-24.0,2.0,-6.0,-12.0,11.0,3.0,6.0,12.0,4.0,8.0,9.0,1.0,2.0
270900,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,9994.0,6,3,trades_round_4_day_3.csv,59964.0,3,HYDROGEL_PACK,9994,14,9991.0,23.0,,,10010,14,10012.0,23.0,,,10002.0,0.0,prices_round_4_day_3.csv,9991.0,10012.0,10001.5,16,37.0,37.0,0.0,9991.0,10012.0,10001.5,2709,10003.0,10002.0,10004.0,10006.0,10014.0,9999.0,10011.0,44.0,44.0,9994,10010,sell,Mark 14,buyer,1.0,8.0,False,early,6-10,1.0,9.0,54.0,0.0,8.0,48.0,2.0,10.0,60.0,4.0,12.0,72.0,12.0,20.0,120.0,-3.0,5.0,30.0,9.0,17.0,102.0
276600,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,10001.0,6,3,trades_round_4_day_3.csv,60006.0,3,HYDROGEL_PACK,10001,12,9998.0,29.0,,,10017,12,10019.0,29.0,,,10009.0,0.0,prices_round_4_day_3.csv,9998.0,10019.0,10008.5,16,41.0,41.0,0.0,9998.0,10019.0,10008.5,2766,10013.0,10007.0,10007.0,10002.0,10003.0,10008.0,10030.0,39.0,35.0,10001,10017,sell,Mark 14,buyer,1.0,8.0,False,early,6-10,4.0,12.0,72.0,-2.0,6.0,36.0,-2.0,6.0,36.0,-7.0,1.0,6.0,-6.0,2.0,12.0,-1.0,7.0,42.0,21.0,29.0,174.0
277800,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,9990.0,6,3,trades_round_4_day_3.csv,59940.0,3,HYDROGEL_PACK,9990,14,9987.0,20.0,,,10006,14,10008.0,20.0,,,9998.0,0.0,prices_round_4_day_3.csv,9987.0,10008.0,9997.5,16,34.0,34.0,0.0,9987.0,10008.0,9997.5,2778,10000.0,10000.0,10000.0,10006.0,10004.0,10014.0,10013.0,44.0,44.0,9990,10006,sell,Mark 14,buyer,1.0,8.0,False,early,6-10,2.0,10.0,60.0,2.0,10.0,60.0,2.0,10.0,60.0,8.0,16.0,96.0,6.0,14.0,84.0,16.0,24.0,144.0,15.0,23.0,138.0
281900,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,10020.0,2,3,trades_round_4_day_3.csv,20040.0,3,HYDROGEL_PACK,10004,12,10002.0,25.0,,,10020,12,10023.0,25.0,,,10012.0,0.0,prices_round_4_day_3.csv,10002.0,10023.0,10012.5,16,37.0,37.0,0.0,10002.0,10023.0,10012.5,2819,10012.0,10013.0,10011.0,10014.0,10018.0,10023.5,10013.0,38.0,38.0,10004,10020,buy,Mark 38,buyer,1.0,-8.0,True,early,1-2,0.0,-8.0,-16.0,1.0,-7.0,-14.0,-1.0,-9.0,-18.0,2.0,-6.0,-12.0,6.0,-2.0,-4.0,11.5,3.5,7.0,1.0,-7.0,-14.0
296200,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,10033.0,6,3,trades_round_4_day_3.csv,60198.0,3,HYDROGEL_PACK,10017,15,10014.0,24.0,,,10033,15,10035.0,24.0,,,10025.0,0.0,prices_round_4_day_3.csv,10014.0,10035.0,10024.5,16,39.0,39.0,0.0,10014.0,10035.0,10024.5,2962,10027.0,10029.0,10025.0,10025.0,10010.0,9998.0,10006.0,38.0,38.0,10017,10033,buy,Mark 38,buyer,1.0,-8.0,True,early,6-10,2.0,-6.0,-36.0,4.0,-4.0,-24.0,0.0,-8.0,-48.0,0.0,-8.0,-48.0,-15.0,-23.0,-138.0,-27.0,-35.0,-210.0,-19.0,-27.0,-162.0
306100,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,9999.0,4,3,trades_round_4_day_3.csv,39996.0,3,HYDROGEL_PACK,9999,13,9996.0,22.0,,,10015,13,10017.0,22.0,,,10007.0,0.0,prices_round_4_day_3.csv,9996.0,10017.0,10006.5,16,35.0,35.0,0.0,9996.0,10017.0,10006.5,3061,10006.0,10007.0,10004.0,9998.0,9994.0,9986.0,9992.5,35.0,35.0,9999,10015,sell,Mark 14,buyer,1.0,8.0,False,early,3-5,-1.0,7.0,28.0,0.0,8.0,32.0,-3.0,5.0,20.0,-9.0,-1.0,-4.0,-13.0,-5.0,-20.0,-21.0,-13.0,-52.0,-14.5,-6.5,-26.0
310600,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,9997.0,5,3,trades_round_4_day_3.csv,49985.0,3,HYDROGEL_PACK,9981,12,9979.0,28.0,,,9997,12,10000.0,28.0,,,9989.0,0.0,prices_round_4_day_3.csv,9979.0,10000.0,9989.5,16,40.0,40.0,0.0,9979.0,10000.0,9989.5,3106,9984.0,9983.5,9986.0,9983.0,9983.0,9996.0,9982.0,35.0,35.0,9981,9997,buy,Mark 38,buyer,1.0,-8.0,True,early,3-5,-5.0,-13.0,-65.0,-5.5,-13.5,-67.5,-3.0,-11.0,-55.0,-6.0,-14.0,-70.0,-6.0,-14.0,-70.0,7.0,-1.0,-5.0,-7.0,-15.0,-75.0
312000,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,9978.0,3,3,trades_round_4_day_3.csv,29934.0,3,HYDROGEL_PACK,9978,12,9975.0,30.0,,,9994,12,9996.0,30.0,,,9986.0,0.0,prices_round_4_day_3.csv,9975.0,9996.0,9985.5,16,42.0,42.0,0.0,9975.0,9996.0,9985.5,3120,9988.0,9987.0,9980.0,9984.0,9985.0,9990.0,9972.0,42.0,42.0,9978,9994,sell,Mark 14,buyer,1.0,8.0,False,early,3-5,2.0,10.0,30.0,1.0,9.0,27.0,-6.0,2.0,6.0,-2.0,6.0,18.0,-1.0,7.0,21.0,4.0,12.0,36.0,-14.0,-6.0,-18.0
312800,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,9974.0,5,3,trades_round_4_day_3.csv,49870.0,3,HYDROGEL_PACK,9974,12,9971.0,21.0,,,9990,12,9992.0,21.0,,,9982.0,0.0,prices_round_4_day_3.csv,9971.0,9992.0,9981.5,16,33.0,33.0,0.0,9971.0,9992.0,9981.5,3128,9983.0,9984.0,9987.0,9986.0,9987.0,9991.0,9967.0,41.0,41.0,9974,9990,sell,Mark 14,buyer,1.0,8.0,False,early,3-5,1.0,9.0,45.0,2.0,10.0,50.0,5.0,13.0,65.0,4.0,12.0,60.0,5.0,13.0,65.0,9.0,17.0,85.0,-15.0,-7.0,-35.0
314800,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,9995.0,2,3,trades_round_4_day_3.csv,19990.0,3,HYDROGEL_PACK,9979,11,9976.0,20.0,,,9995,11,9997.0,20.0,,,9987.0,0.0,prices_round_4_day_3.csv,9976.0,9997.0,9986.5,16,31.0,31.0,0.0,9976.0,9997.0,9986.5,3148,9982.5,9986.0,9993.0,9991.0,9991.0,9976.0,9979.0,40.0,47.0,9979,9995,buy,Mark 38,buyer,1.0,-8.0,True,early,1-2,-4.5,-12.5,-25.0,-1.0,-9.0,-18.0,6.0,-2.0,-4.0,4.0,-4.0,-8.0,4.0,-4.0,-8.0,-11.0,-19.0,-38.0,-8.0,-16.0,-32.0
319800,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,9968.0,2,3,trades_round_4_day_3.csv,19936.0,3,HYDROGEL_PACK,9968,10,9965.0,23.0,,,9984,10,9986.0,23.0,,,9976.0,0.0,prices_round_4_day_3.csv,9965.0,9986.0,9975.5,16,33.0,33.0,0.0,9965.0,9986.0,9975.5,3198,9980.0,9979.5,9985.0,9985.0,9969.0,9979.0,9995.0,39.0,39.0,9968,9984,sell,Mark 14,buyer,1.0,8.0,False,early,1-2,4.0,12.0,24.0,3.5,11.5,23.0,9.0,17.0,34.0,9.0,17.0,34.0,-7.0,1.0,2.0,3.0,11.0,22.0,19.0,27.0,54.0
321900,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,9979.0,2,3,trades_round_4_day_3.csv,19958.0,3,HYDROGEL_PACK,9963,15,9961.0,26.0,,,9979,15,9982.0,26.0,,,9971.0,0.0,prices_round_4_day_3.csv,9961.0,9982.0,9971.5,16,41.0,41.0,0.0,9961.0,9982.0,9971.5,3219,9972.0,9973.0,9972.0,9968.0,9973.0,9981.5,9989.0,35.0,35.0,9963,9979,buy,Mark 38,buyer,1.0,-8.0,True,early,1-2,1.0,-7.0,-14.0,2.0,-6.0,-12.0,1.0,-7.0,-14.0,-3.0,-11.0,-22.0,2.0,-6.0,-12.0,10.5,2.5,5.0,18.0,10.0,20.0
323600,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,9965.0,2,3,trades_round_4_day_3.csv,19930.0,3,HYDROGEL_PACK,9965,11,9963.0,29.0,,,9981,11,9984.0,29.0,,,9973.0,0.0,prices_round_4_day_3.csv,9963.0,9984.0,9973.5,16,40.0,40.0,0.0,9963.0,9984.0,9973.5,3236,9973.0,9976.5,9976.0,9978.0,9983.0,9991.0,10001.0,31.0,31.0,9965,9981,sell,Mark 14,buyer,1.0,8.0,False,early,1-2,0.0,8.0,16.0,3.5,11.5,23.0,3.0,11.0,22.0,5.0,13.0,26.0,10.0,18.0,36.0,18.0,26.0,52.0,28.0,36.0,72.0
329600,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,10000.0,2,3,trades_round_4_day_3.csv,20000.0,3,HYDROGEL_PACK,9984,11,9982.0,30.0,,,10000,11,10003.0,30.0,,,9992.0,0.0,prices_round_4_day_3.csv,9982.0,10003.0,9992.5,16,41.0,41.0,0.0,9982.0,10003.0,9992.5,3296,9994.0,9995.0,9992.0,9989.0,9990.0,9998.0,10022.0,39.0,39.0,9984,10000,buy,Mark 38,buyer,1.0,-8.0,True,early,1-2,2.0,-6.0,-12.0,3.0,-5.0,-10.0,0.0,-8.0,-16.0,-3.0,-11.0,-22.0,-2.0,-10.0,-20.0,6.0,-2.0,-4.0,30.0,22.0,44.0
330700,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,9978.0,3,3,trades_round_4_day_3.csv,29934.0,3,HYDROGEL_PACK,9978,12,9976.0,26.0,,,9994,12,9997.0,26.0,,,9986.0,0.0,prices_round_4_day_3.csv,9976.0,9997.0,9986.5,16,38.0,38.0,0.0,9976.0,9997.0,9986.5,3307,9986.0,9983.0,9991.0,9993.0,9994.0,10006.0,10017.0,40.0,40.0,9978,9994,sell,Mark 14,buyer,1.0,8.0,False,early,3-5,0.0,8.0,24.0,-3.0,5.0,15.0,5.0,13.0,39.0,7.0,15.0,45.0,8.0,16.0,48.0,20.0,28.0,84.0,31.0,39.0,117.0
332700,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,9986.0,5,3,trades_round_4_day_3.csv,49930.0,3,HYDROGEL_PACK,9986,10,9984.0,24.0,,,10002,10,10005.0,24.0,,,9994.0,0.0,prices_round_4_day_3.csv,9984.0,10005.0,9994.5,16,34.0,34.0,0.0,9984.0,10005.0,9994.5,3327,9999.0,9998.0,10002.0,9999.0,9995.0,10028.0,10036.0,34.0,34.0,9986,10002,sell,Mark 14,buyer,1.0,8.0,False,early,3-5,5.0,13.0,65.0,4.0,12.0,60.0,8.0,16.0,80.0,5.0,13.0,65.0,1.0,9.0,45.0,34.0,42.0,210.0,42.0,50.0,250.0
334800,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,10000.0,6,3,trades_round_4_day_3.csv,60000.0,3,HYDROGEL_PACK,9984,12,9982.0,20.0,,,10000,12,10003.0,20.0,,,9992.0,0.0,prices_round_4_day_3.csv,9982.0,10003.0,9992.5,16,32.0,32.0,0.0,9982.0,10003.0,9992.5,3348,9996.0,9997.0,10003.0,10009.0,10015.0,10018.0,10033.0,34.0,34.0,9984,10000,buy,Mark 38,buyer,1.0,-8.0,True,middle,6-10,4.0,-4.0,-24.0,5.0,-3.0,-18.0,11.0,3.0,18.0,17.0,9.0,54.0,23.0,15.0,90.0,26.0,18.0,108.0,41.0,33.0,198.0
339000,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,10017.0,3,3,trades_round_4_day_3.csv,30051.0,3,HYDROGEL_PACK,10017,13,10014.0,23.0,,,10033,13,10035.0,23.0,,,10025.0,0.0,prices_round_4_day_3.csv,10014.0,10035.0,10024.5,16,36.0,36.0,0.0,10014.0,10035.0,10024.5,3390,10028.0,10027.0,10022.0,10016.0,10013.0,10041.0,10036.0,41.0,41.0,10017,10033,sell,Mark 14,buyer,1.0,8.0,False,middle,3-5,3.0,11.0,33.0,2.0,10.0,30.0,-3.0,5.0,15.0,-9.0,-1.0,-3.0,-12.0,-4.0,-12.0,16.0,24.0,72.0,11.0,19.0,57.0
344800,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,10041.0,6,3,trades_round_4_day_3.csv,60246.0,3,HYDROGEL_PACK,10025,15,10023.0,29.0,,,10041,15,10044.0,29.0,,,10033.0,0.0,prices_round_4_day_3.csv,10023.0,10044.0,10033.5,16,44.0,44.0,0.0,10023.0,10044.0,10033.5,3448,10034.0,10034.0,10031.0,10031.0,10036.0,10034.0,10041.0,35.0,35.0,10025,10041,buy,Mark 38,buyer,1.0,-8.0,True,middle,6-10,1.0,-7.0,-42.0,1.0,-7.0,-42.0,-2.0,-10.0,-60.0,-2.0,-10.0,-60.0,3.0,-5.0,-30.0,1.0,-7.0,-42.0,8.0,0.0,0.0
346200,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,10021.0,2,3,trades_round_4_day_3.csv,20042.0,3,HYDROGEL_PACK,10021,14,10019.0,23.0,,,10037,14,10040.0,23.0,,,10029.0,0.0,prices_round_4_day_3.csv,10019.0,10040.0,10029.5,16,37.0,37.0,0.0,10019.0,10040.0,10029.5,3462,10029.0,10030.0,10035.0,10037.0,10037.0,10051.0,10043.0,42.0,42.0,10021,10037,sell,Mark 14,buyer,1.0,8.0,False,middle,1-2,0.0,8.0,16.0,1.0,9.0,18.0,6.0,14.0,28.0,8.0,16.0,32.0,8.0,16.0,32.0,22.0,30.0,60.0,14.0,22.0,44.0
347100,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,10045.0,5,3,trades_round_4_day_3.csv,50225.0,3,HYDROGEL_PACK,10029,14,10027.0,28.0,,,10045,14,10048.0,28.0,,,10037.0,0.0,prices_round_4_day_3.csv,10027.0,10048.0,10037.5,16,42.0,42.0,0.0,10027.0,10048.0,10037.5,3471,10037.0,10039.0,10038.0,10036.0,10035.0,10049.0,10037.0,36.0,36.0,10029,10045,buy,Mark 38,buyer,1.0,-8.0,True,middle,3-5,0.0,-8.0,-40.0,2.0,-6.0,-30.0,1.0,-7.0,-35.0,-1.0,-9.0,-45.0,-2.0,-10.0,-50.0,12.0,4.0,20.0,0.0,-8.0,-40.0
349700,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,10040.0,2,3,trades_round_4_day_3.csv,20080.0,3,HYDROGEL_PACK,10024,11,10022.0,29.0,,,10040,11,10043.0,29.0,,,10032.0,0.0,prices_round_4_day_3.csv,10022.0,10043.0,10032.5,16,40.0,40.0,0.0,10022.0,10043.0,10032.5,3497,10034.0,10036.0,10037.0,10044.0,10053.0,10043.0,10027.0,39.0,39.0,10024,10040,buy,Mark 38,buyer,1.0,-8.0,True,middle,1-2,2.0,-6.0,-12.0,4.0,-4.0,-8.0,5.0,-3.0,-6.0,12.0,4.0,8.0,21.0,13.0,26.0,11.0,3.0,6.0,-5.0,-13.0,-26.0
358100,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,10043.0,3,3,trades_round_4_day_3.csv,30129.0,3,HYDROGEL_PACK,10027,13,10024.0,22.0,,,10043,13,10045.0,22.0,,,10035.0,0.0,prices_round_4_day_3.csv,10024.0,10045.0,10034.5,16,35.0,35.0,0.0,10024.0,10045.0,10034.5,3581,10033.0,10030.0,10037.0,10034.0,10030.0,10026.0,10038.0,44.0,44.0,10027,10043,buy,Mark 38,buyer,1.0,-8.0,True,middle,3-5,-2.0,-10.0,-30.0,-5.0,-13.0,-39.0,2.0,-6.0,-18.0,-1.0,-9.0,-27.0,-5.0,-13.0,-39.0,-9.0,-17.0,-51.0,3.0,-5.0,-15.0
360100,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,10022.0,3,3,trades_round_4_day_3.csv,30066.0,3,HYDROGEL_PACK,10022,10,10020.0,20.0,,,10038,10,10041.0,20.0,,,10030.0,0.0,prices_round_4_day_3.csv,10020.0,10041.0,10030.5,16,30.0,30.0,0.0,10020.0,10041.0,10030.5,3601,10031.0,10031.0,10026.0,10027.0,10030.0,10031.0,10039.0,39.0,39.0,10022,10038,sell,Mark 14,buyer,1.0,8.0,False,middle,3-5,1.0,9.0,27.0,1.0,9.0,27.0,-4.0,4.0,12.0,-3.0,5.0,15.0,0.0,8.0,24.0,1.0,9.0,27.0,9.0,17.0,51.0
361700,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,10036.0,3,3,trades_round_4_day_3.csv,30108.0,3,HYDROGEL_PACK,10020,13,10018.0,25.0,,,10036,13,10039.0,25.0,,,10028.0,0.0,prices_round_4_day_3.csv,10018.0,10039.0,10028.5,16,38.0,38.0,0.0,10018.0,10039.0,10028.5,3617,10029.0,10031.0,10032.0,10029.0,10026.0,10038.0,10046.0,42.0,42.0,10020,10036,buy,Mark 38,buyer,1.0,-8.0,True,middle,3-5,1.0,-7.0,-21.0,3.0,-5.0,-15.0,4.0,-4.0,-12.0,1.0,-7.0,-21.0,-2.0,-10.0,-30.0,10.0,2.0,6.0,18.0,10.0,30.0
363700,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,10034.0,3,3,trades_round_4_day_3.csv,30102.0,3,HYDROGEL_PACK,10018,15,10016.0,29.0,,,10034,15,10037.0,29.0,,,10026.0,0.0,prices_round_4_day_3.csv,10016.0,10037.0,10026.5,16,44.0,44.0,0.0,10016.0,10037.0,10026.5,3637,10027.0,10027.0,10026.0,10029.0,10038.0,10038.0,10054.0,39.0,39.0,10018,10034,buy,Mark 38,buyer,1.0,-8.0,True,middle,3-5,1.0,-7.0,-21.0,1.0,-7.0,-21.0,0.0,-8.0,-24.0,3.0,-5.0,-15.0,12.0,4.0,12.0,12.0,4.0,12.0,28.0,20.0,60.0
366200,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,10046.0,4,3,trades_round_4_day_3.csv,40184.0,3,HYDROGEL_PACK,10030,12,10028.0,23.0,,,10046,12,10049.0,23.0,,,10038.0,0.0,prices_round_4_day_3.csv,10028.0,10049.0,10038.5,16,35.0,35.0,0.0,10028.0,10049.0,10038.5,3662,10038.0,10037.0,10038.0,10038.0,10041.0,10043.0,10046.0,34.0,34.0,10030,10046,buy,Mark 38,buyer,1.0,-8.0,True,middle,3-5,0.0,-8.0,-32.0,-1.0,-9.0,-36.0,0.0,-8.0,-32.0,0.0,-8.0,-32.0,3.0,-5.0,-20.0,5.0,-3.0,-12.0,8.0,0.0,0.0
366700,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,10046.0,3,3,trades_round_4_day_3.csv,30138.0,3,HYDROGEL_PACK,10030,13,10027.0,29.0,,,10046,13,10048.0,29.0,,,10038.0,0.0,prices_round_4_day_3.csv,10027.0,10048.0,10037.5,16,42.0,42.0,0.0,10027.0,10048.0,10037.5,3667,10040.0,10041.0,10038.0,10044.0,10038.0,10046.0,10040.0,40.0,40.0,10030,10046,buy,Mark 38,buyer,1.0,-8.0,True,middle,3-5,2.0,-6.0,-18.0,3.0,-5.0,-15.0,0.0,-8.0,-24.0,6.0,-2.0,-6.0,0.0,-8.0,-24.0,8.0,0.0,0.0,2.0,-6.0,-18.0
